Order ID,Order Date,Customer ID,Product ID,Quantity,Customer Name,Email,Country,Coffee Type Name,Coffee Type,Roast Type Full,Roast Type,Size, Unit Price , Sales ,Loyalty Card
NNH-62058-950,14-Jan-2021,96112-42558-EA,E-L-1,4,Karlan Karby,,United States,Excelsa,Exc,Light,L,1.0 kg, $14.85 , $59.40 ,Yes
LTD-71429-845,24-Feb-2019,03157-23165-UB,A-L-0.5,1,Flory Crumpe,kkarby7t@sbwire.com,United Kingdom,Arabica,Ara,Light,L,0.5 kg, $7.77 , $7.77 ,No
MPV-26985-215,23-Jun-2019,51466-52850-AG,R-D-0.5,1,Amity Chatto,fcrumpe7u@ftc.gov,United Kingdom,Robusta,Rob,Dark,D,0.5 kg, $5.37 , $5.37 ,Yes
IYO-10245-081,09-May-2020,57145-31023-FK,E-M-2.5,3,Nanine McCarthy,achatto7v@sakura.ne.jp,United States,Excelsa,Exc,Medium,M,2.5 kg, $31.63 , $94.88 ,No
BYZ-39669-954,18-Jul-2020,66408-53777-VE,L-L-2.5,1,Lyndsey Megany,,United States,Liberica,Lib,Light,L,2.5 kg, $36.46 , $36.46 ,No
EFB-72860-209,17-Oct-2019,53035-99701-WG,A-M-0.2,4,Byram Mergue,,United States,Arabica,Ara,Medium,M,0.2 kg, $3.38 , $13.50 ,Yes
GMM-72397-378,16-May-2022,45899-92796-EI,R-L-0.2,4,Kerr Patise,bmergue7y@umn.edu,United States,Robusta,Rob,Light,L,0.2 kg, $3.59 , $14.34 ,No
LYP-52345-883,24-Mar-2021,17649-28133-PY,E-M-0.5,1,Mathew Goulter,kpatise7z@jigsy.com,Ireland,Excelsa,Exc,Medium,M,0.5 kg, $8.25 , $8.25 ,Yes
DFK-35846-692,03-Nov-2019,49612-33852-CN,R-D-0.2,5,Marris Grcic,,United States,Robusta,Rob,Dark,D,0.2 kg, $2.69 , $13.43 ,Yes
XAH-93337-609,28-Oct-2021,66976-43829-YG,A-D-1,5,Domeniga Duke,,United States,Arabica,Ara,Dark,D,1.0 kg, $9.95 , $49.75 ,No
QKA-72582-644,16-Dec-2020,64852-04619-XZ,E-M-0.5,2,Violante Skouling,dduke82@vkontakte.ru,Ireland,Excelsa,Exc,Medium,M,0.5 kg, $8.25 , $16.50 ,No
ZDK-84567-102,29-Nov-2021,58690-31815-VY,A-D-0.5,3,Isidore Hussey,,United States,Arabica,Ara,Dark,D,0.5 kg, $5.97 , $17.91 ,No
WAV-38301-984,20-Mar-2021,62863-81239-DT,A-D-0.5,5,Cassie Pinkerton,ihussey84@mapy.cz,United States,Arabica,Ara,Dark,D,0.5 kg, $5.97 , $29.85 ,No
KZR-33023-209,08-Apr-2022,21177-40725-CF,E-L-1,3,Micki Fero,cpinkerton85@upenn.edu,United States,Excelsa,Exc,Light,L,1.0 kg, $14.85 , $44.55 ,No
ULM-49433-003,14-Aug-2020,99421-80253-UI,E-M-1,2,Cybill Graddell,,United States,Excelsa,Exc,Medium,M,1.0 kg, $13.75 , $27.50 ,No
SIB-83254-136,12-May-2019,45315-50206-DK,R-M-0.5,6,Dorian Vizor,,United States,Robusta,Rob,Medium,M,0.5 kg, $5.97 , $35.82 ,Yes
NOK-50349-551,03-Mar-2021,09595-95726-OV,R-D-0.5,3,Eddi Sedgebeer,dvizor88@furl.net,United States,Robusta,Rob,Dark,D,0.5 kg, $5.37 , $16.11 ,Yes
YIS-96268-844,11-Feb-2020,60221-67036-TD,E-L-0.2,6,Ken Lestrange,esedgebeer89@oaic.gov.au,United States,Excelsa,Exc,Light,L,0.2 kg, $4.46 , $26.73 ,Yes
CXI-04933-855,27-Apr-2019,62923-29397-KX,E-L-2.5,6,Lacee Tanti,klestrange8a@lulu.com,United States,Excelsa,Exc,Light,L,2.5 kg, $34.16 , $204.93 ,Yes
IZU-90429-382,26-Mar-2022,33011-52383-BA,A-L-1,3,Arel De Lasci,ltanti8b@techcrunch.com,United States,Arabica,Ara,Light,L,1.0 kg, $12.95 , $38.85 ,Yes
WIT-40912-783,28-Sep-2020,86768-91598-FA,L-D-0.2,4,Trescha Jedrachowicz,ade8c@1und1.de,United States,Liberica,Lib,Dark,D,0.2 kg, $3.89 , $15.54 ,Yes
PSD-57291-590,24-Oct-2019,37191-12203-MX,A-M-0.5,1,Perkin Stonner,tjedrachowicz8d@acquirethisname.com,United States,Arabica,Ara,Medium,M,0.5 kg, $6.75 , $6.75 ,No
GOI-41472-677,04-Aug-2021,16545-76328-JY,E-D-2.5,4,Darrin Tingly,pstonner8e@moonfruit.com,United States,Excelsa,Exc,Dark,D,2.5 kg, $27.95 , $111.78 ,Yes
KTX-17944-494,29-Dec-2019,74330-29286-RO,A-L-0.2,1,Claudetta Rushe,pbrydell8m@bloglovin.com,United States,Arabica,Ara,Light,L,0.2 kg, $3.89 , $3.89 ,Yes
RDM-99811-230,27-Nov-2019,22349-47389-GY,L-M-0.2,5,Benn Checci,rwhife8g@360.cn,United Kingdom,Liberica,Lib,Medium,M,0.2 kg, $4.37 , $21.83 ,No
JTU-55897-581,29-Feb-2020,70290-38099-GB,R-M-0.2,5,Janifer Bagot,bchecci8h@usa.gov,United States,Robusta,Rob,Medium,M,0.2 kg, $2.99 , $14.93 ,No
CRK-07584-240,31-Jan-2021,18741-72071-PP,A-M-1,3,Ermin Beeble,jbagot8i@mac.com,United States,Arabica,Ara,Medium,M,1.0 kg, $11.25 , $33.75 ,Yes
MKE-75518-399,17-Jun-2022,62588-82624-II,A-M-1,3,Cos Fluin,ebeeble8j@soundcloud.com,United Kingdom,Arabica,Ara,Medium,M,1.0 kg, $11.25 , $33.75 ,No
AEL-51169-725,03-Feb-2020,37430-29579-HD,L-M-0.2,6,Eveleen Bletsor,cfluin8k@flickr.com,United States,Liberica,Lib,Medium,M,0.2 kg, $4.37 , $26.19 ,Yes
ZGM-83108-823,25-Jan-2022,84132-22322-QT,E-L-1,1,Paola Brydell,ebletsor8l@vinaora.com,Ireland,Excelsa,Exc,Light,L,1.0 kg, $14.85 , $14.85 ,No
JBP-78754-392,30-Apr-2020,74330-29286-RO,E-M-2.5,6,Claudetta Rushe,pbrydell8m@bloglovin.com,United States,Excelsa,Exc,Medium,M,2.5 kg, $31.63 , $189.75 ,Yes
RNH-54912-747,01-May-2021,37445-17791-NQ,R-M-0.5,1,Natka Leethem,crushe8n@about.me,United States,Robusta,Rob,Medium,M,0.5 kg, $5.97 , $5.97 ,Yes
JDS-33440-914,28-Oct-2021,58511-10548-ZU,R-M-1,3,Ailene Nesfield,nleethem8o@mac.com,United Kingdom,Robusta,Rob,Medium,M,1.0 kg, $9.95 , $29.85 ,Yes
SYX-48878-182,29-Aug-2021,47725-34771-FJ,R-D-1,5,Stacy Pickworth,anesfield8p@people.com.cn,United States,Robusta,Rob,Dark,D,1.0 kg, $8.95 , $44.75 ,No
ZGD-94763-868,27-Dec-2019,53086-67334-KT,E-L-2.5,1,Melli Brockway,,United States,Excelsa,Exc,Light,L,2.5 kg, $34.16 , $34.16 ,Yes
CZY-70361-485,25-Jun-2019,83308-82257-UN,E-L-2.5,6,Nanny Lush,mbrockway8r@ibm.com,Ireland,Excelsa,Exc,Light,L,2.5 kg, $34.16 , $204.93 ,No
RJR-12175-899,02-Mar-2019,37274-08534-FM,E-D-0.5,3,Selma McMillian,nlush8s@dedecms.com,United States,Excelsa,Exc,Dark,D,0.5 kg, $7.29 , $21.87 ,No
ELB-07929-407,02-Jan-2022,54004-04664-AA,A-M-2.5,2,Tess Bennison,smcmillian8t@csmonitor.com,United States,Arabica,Ara,Medium,M,2.5 kg, $25.88 , $51.75 ,Yes
UJQ-54441-340,30-Jul-2019,26822-19510-SD,E-M-0.2,2,Gabie Tweed,tbennison8u@google.cn,United States,Excelsa,Exc,Medium,M,0.2 kg, $4.13 , $8.25 ,Yes
UJQ-54441-340,30-Jul-2019,26822-19510-SD,A-L-0.2,5,Gabie Tweed,tbennison8u@google.cn,United States,Arabica,Ara,Light,L,0.2 kg, $3.89 , $19.43 ,Yes
OWY-43108-475,05-Dec-2020,06432-73165-ML,A-M-0.2,6,Gaile Goggin,fcusick8w@hatena.ne.jp,Ireland,Arabica,Ara,Medium,M,0.2 kg, $3.38 , $20.25 ,Yes
GNO-91911-159,17-Dec-2020,96503-31833-CW,L-D-0.5,3,Skylar Jeyness,ggoggin8x@wix.com,Ireland,Liberica,Lib,Dark,D,0.5 kg, $7.77 , $23.31 ,No
CNY-06284-066,26-Jun-2021,63985-64148-MG,E-D-0.2,5,Donica Bonhome,sjeyness8y@biglobe.ne.jp,United States,Excelsa,Exc,Dark,D,0.2 kg, $3.65 , $18.23 ,Yes
OQS-46321-904,20-Jul-2019,19597-91185-CM,E-M-1,1,Diena Peetermann,dbonhome8z@shinystat.com,United States,Excelsa,Exc,Medium,M,1.0 kg, $13.75 , $13.75 ,No
IBW-87442-480,14-Jul-2022,79814-23626-JR,A-L-2.5,1,Trina Le Sarr,,United States,Arabica,Ara,Light,L,2.5 kg, $29.79 , $29.79 ,Yes
DGZ-82537-477,14-Aug-2020,43439-94003-DW,R-D-1,5,Flynn Antony,tle91@epa.gov,United States,Robusta,Rob,Dark,D,1.0 kg, $8.95 , $44.75 ,No
LPS-39089-432,24-Apr-2019,97655-45555-LI,R-D-1,5,Baudoin Alldridge,,United States,Robusta,Rob,Dark,D,1.0 kg, $8.95 , $44.75 ,Yes
MQU-86100-929,04-Jun-2019,64418-01720-VW,L-L-0.5,4,Homer Dulany,balldridge93@yandex.ru,United States,Liberica,Lib,Light,L,0.5 kg, $9.51 , $38.04 ,Yes
XUR-14132-391,08-Aug-2022,96836-09258-RI,R-D-0.5,4,Lisa Goodger,,United States,Robusta,Rob,Dark,D,0.5 kg, $5.37 , $21.48 ,Yes
OVI-27064-381,13-Nov-2019,37274-08534-FM,R-D-0.5,3,Selma McMillian,nlush8s@dedecms.com,United States,Robusta,Rob,Dark,D,0.5 kg, $5.37 , $16.11 ,No
SHP-17012-870,07-Jun-2020,69529-07533-CV,R-M-2.5,1,Corine Drewett,fdrogan96@gnu.org,United States,Robusta,Rob,Medium,M,2.5 kg, $22.89 , $22.89 ,Yes
FDY-03414-903,12-Aug-2019,94840-49457-UD,A-D-0.5,3,Quinn Parsons,cdrewett97@wikipedia.org,United States,Arabica,Ara,Dark,D,0.5 kg, $5.97 , $17.91 ,Yes
WXT-85291-143,04-Sep-2019,81414-81273-DK,R-M-0.5,4,Vivyan Ceely,qparsons98@blogtalkradio.com,United States,Robusta,Rob,Medium,M,0.5 kg, $5.97 , $23.88 ,Yes
QNP-18893-547,04-Oct-2019,76930-61689-CH,R-L-1,5,Elonore Goodings,vceely99@auda.org.au,United States,Robusta,Rob,Light,L,1.0 kg, $11.95 , $59.75 ,No
DOH-92927-530,24-Feb-2020,12839-56537-TQ,L-L-0.2,6,Clement Vasiliev,,United States,Liberica,Lib,Light,L,0.2 kg, $4.76 , $28.53 ,Yes
HGJ-82768-173,26-Aug-2021,62741-01322-HU,A-M-1,4,Terencio O'Moylan,cvasiliev9b@discuz.net,United Kingdom,Arabica,Ara,Medium,M,1.0 kg, $11.25 , $45.00 ,No
YPT-95383-088,03-Oct-2021,43439-94003-DW,E-D-2.5,2,Flynn Antony,tle91@epa.gov,United States,Excelsa,Exc,Dark,D,2.5 kg, $27.95 , $55.89 ,No
OYH-16533-767,13-Jun-2020,44932-34838-RM,E-L-1,4,Wyatan Fetherston,,United States,Excelsa,Exc,Light,L,1.0 kg, $14.85 , $59.40 ,No
DWW-28642-549,01-Mar-2021,91181-19412-RQ,E-D-0.2,2,Emmaline Rasmus,wfetherston9e@constantcontact.com,United States,Excelsa,Exc,Dark,D,0.2 kg, $3.65 , $7.29 ,Yes
CGO-79583-871,04-Mar-2019,37182-54930-XC,E-D-0.5,1,Wesley Giorgioni,erasmus9f@techcrunch.com,United States,Excelsa,Exc,Dark,D,0.5 kg, $7.29 , $7.29 ,Yes
TFY-52090-386,13-Oct-2019,08613-17327-XT,E-L-0.5,2,Lucienne Scargle,wgiorgioni9g@wikipedia.org,United States,Excelsa,Exc,Light,L,0.5 kg, $8.91 , $17.82 ,No
TFY-52090-386,13-Oct-2019,08613-17327-XT,L-D-0.5,5,Lucienne Scargle,wgiorgioni9g@wikipedia.org,United States,Liberica,Lib,Dark,D,0.5 kg, $7.77 , $38.85 ,No
NYY-73968-094,15-Aug-2019,70451-38048-AH,R-D-0.5,6,Noam Climance,cfranseco9i@phoca.cz,United States,Robusta,Rob,Dark,D,0.5 kg, $5.37 , $32.22 ,No
QEY-71761-460,29-Nov-2021,35442-75769-PL,R-M-1,2,Catarina Donn,nclimance9j@europa.eu,Ireland,Robusta,Rob,Medium,M,1.0 kg, $9.95 , $19.90 ,Yes
GKQ-82603-910,19-Jan-2020,83737-56117-JE,R-L-1,5,Ameline Snazle,,United States,Robusta,Rob,Light,L,1.0 kg, $11.95 , $59.75 ,No
IOB-32673-745,28-May-2021,07095-81281-NJ,A-L-0.5,3,Rebeka Worg,asnazle9l@oracle.com,United States,Arabica,Ara,Light,L,0.5 kg, $7.77 , $23.31 ,Yes
YAU-98893-150,15-Jan-2022,77043-48851-HG,L-M-1,3,Lewes Danes,rworg9m@arstechnica.com,United States,Liberica,Lib,Medium,M,1.0 kg, $14.55 , $43.65 ,No
XNM-14163-951,04-Dec-2019,78224-60622-KH,E-L-2.5,6,Shelli Keynd,ldanes9n@umn.edu,United States,Excelsa,Exc,Light,L,2.5 kg, $34.16 , $204.93 ,No
JPB-45297-000,01-Jul-2022,83105-86631-IU,R-L-0.2,4,Dell Daveridge,skeynd9o@narod.ru,United States,Robusta,Rob,Light,L,0.2 kg, $3.59 , $14.34 ,No
MOU-74341-266,07-May-2019,99358-65399-TC,A-D-0.5,4,Joshuah Awdry,ddaveridge9p@arstechnica.com,United States,Arabica,Ara,Dark,D,0.5 kg, $5.97 , $23.88 ,No
DHJ-87461-571,23-Aug-2020,94525-76037-JP,A-M-1,2,Ethel Ryles,jawdry9q@utexas.edu,United States,Arabica,Ara,Medium,M,1.0 kg, $11.25 , $22.50 ,No
DKM-97676-850,02-Jun-2020,43439-94003-DW,E-D-0.5,5,Flynn Antony,tle91@epa.gov,United States,Excelsa,Exc,Dark,D,0.5 kg, $7.29 , $36.45 ,No
UEB-09112-118,30-Jan-2020,82718-93677-XO,A-M-0.5,4,Maitilde Boxill,sbaulcombe9s@dropbox.com,United States,Arabica,Ara,Medium,M,0.5 kg, $6.75 , $27.00 ,Yes
ORZ-67699-748,15-Feb-2020,44708-78241-DF,A-M-2.5,6,Jodee Caldicott,,United States,Arabica,Ara,Medium,M,2.5 kg, $25.88 , $155.25 ,No
JXP-28398-485,11-Jun-2021,23039-93032-FN,A-D-2.5,5,Marianna Vedmore,jcaldicott9u@usda.gov,United States,Arabica,Ara,Dark,D,2.5 kg, $22.89 , $114.43 ,Yes
WWH-92259-198,11-Mar-2022,35256-12529-FT,L-D-1,4,Willey Romao,mvedmore9v@a8.net,United States,Liberica,Lib,Dark,D,1.0 kg, $12.95 , $51.80 ,Yes
FLR-82914-153,09-Sep-2021,86100-33488-WP,A-M-2.5,6,Enriqueta Ixor,wromao9w@chronoengine.com,United States,Arabica,Ara,Medium,M,2.5 kg, $25.88 , $155.25 ,No
AMB-93600-000,14-May-2019,64435-53100-WM,A-L-2.5,1,Tomasina Cotmore,,United States,Arabica,Ara,Light,L,2.5 kg, $29.79 , $29.79 ,No
FEP-36895-658,08-Apr-2019,44699-43836-UH,R-L-0.2,6,Yuma Skipsey,tcotmore9y@amazonaws.com,United Kingdom,Robusta,Rob,Light,L,0.2 kg, $3.59 , $21.51 ,No
RXW-91413-276,15-Aug-2020,29588-35679-RG,R-D-2.5,2,Nicko Corps,yskipsey9z@spotify.com,United States,Robusta,Rob,Dark,D,2.5 kg, $20.59 , $41.17 ,No
RXW-91413-276,15-Aug-2020,29588-35679-RG,R-M-0.5,1,Nicko Corps,yskipsey9z@spotify.com,United States,Robusta,Rob,Medium,M,0.5 kg, $5.97 , $5.97 ,No
SDB-77492-188,05-May-2022,64815-54078-HH,E-L-1,5,Feliks Babber,cruburya1@geocities.jp,United States,Excelsa,Exc,Light,L,1.0 kg, $14.85 , $74.25 ,Yes
RZN-65182-395,27-Mar-2021,59572-41990-XY,L-M-1,6,Kaja Loxton,fbabbera2@stanford.edu,United States,Liberica,Lib,Medium,M,1.0 kg, $14.55 , $87.30 ,No
HDQ-86094-507,27-Apr-2019,32481-61533-ZJ,E-D-1,6,Parker Tofful,kloxtona3@opensource.org,United States,Excelsa,Exc,Dark,D,1.0 kg, $12.15 , $72.90 ,Yes
YXO-79631-417,25-Sep-2021,31587-92570-HL,L-D-0.5,1,Casi Gwinnett,ptoffula4@posterous.com,United States,Liberica,Lib,Dark,D,0.5 kg, $7.77 , $7.77 ,No
SNF-57032-096,13-Feb-2020,93832-04799-ID,E-D-0.5,6,Saree Ellesworth,cgwinnetta5@behance.net,United States,Excelsa,Exc,Dark,D,0.5 kg, $7.29 , $43.74 ,No
DGL-29648-995,16-Jul-2021,59367-30821-ZQ,L-M-0.2,2,Silvio Iorizzi,,United States,Liberica,Lib,Medium,M,0.2 kg, $4.37 , $8.73 ,Yes
GPU-65651-504,11-May-2022,83947-45528-ET,E-M-2.5,2,Leesa Flaonier,,United States,Excelsa,Exc,Medium,M,2.5 kg, $31.63 , $63.25 ,No
OJU-34452-896,04-Feb-2019,60799-92593-CX,E-L-0.5,1,Abba Pummell,lflaoniera8@wordpress.org,United States,Excelsa,Exc,Light,L,0.5 kg, $8.91 , $8.91 ,Yes
GZS-50547-887,05-Feb-2019,61600-55136-UM,E-D-1,2,Corinna Catcheside,,United States,Excelsa,Exc,Dark,D,1.0 kg, $12.15 , $24.30 ,Yes
ESR-54041-053,24-May-2022,59771-90302-OF,A-L-0.5,6,Cortney Gibbonson,ccatchesideaa@macromedia.com,United States,Arabica,Ara,Light,L,0.5 kg, $7.77 , $46.62 ,Yes
OGD-10781-526,04-Oct-2020,16880-78077-FB,R-L-0.5,6,Terri Farra,cgibbonsonab@accuweather.com,United States,Robusta,Rob,Light,L,0.5 kg, $7.17 , $43.02 ,No
FVH-29271-315,30-Jun-2022,74415-50873-FC,A-D-0.5,3,Corney Curme,tfarraac@behance.net,Ireland,Arabica,Ara,Dark,D,0.5 kg, $5.97 , $17.91 ,Yes
BNZ-20544-633,21-Oct-2020,31798-95707-NR,L-L-0.5,4,Gothart Bamfield,,United States,Liberica,Lib,Light,L,0.5 kg, $9.51 , $38.04 ,Yes
FUX-85791-078,16-Oct-2020,59122-08794-WT,A-M-0.2,2,Waylin Hollingdale,gbamfieldae@yellowpages.com,United States,Arabica,Ara,Medium,M,0.2 kg, $3.38 , $6.75 ,Yes
YXP-20078-116,23-Sep-2020,37238-52421-JJ,R-M-0.5,1,Judd De Leek,whollingdaleaf@about.me,United States,Robusta,Rob,Medium,M,0.5 kg, $5.97 , $5.97 ,Yes
VQV-59984-866,08-Mar-2019,48854-01899-FN,R-D-0.2,3,Vanya Skullet,jdeag@xrea.com,Ireland,Robusta,Rob,Dark,D,0.2 kg, $2.69 , $8.06 ,No
JEH-37276-048,30-Jun-2021,80896-38819-DW,A-L-0.5,3,Jany Rudeforth,vskulletah@tinyurl.com,Ireland,Arabica,Ara,Light,L,0.5 kg, $7.77 , $23.31 ,Yes
VYD-28555-589,13-Aug-2019,29814-01459-RC,R-L-0.5,6,Ashbey Tomaszewski,jrudeforthai@wunderground.com,United Kingdom,Robusta,Rob,Light,L,0.5 kg, $7.17 , $43.02 ,Yes
WUG-76466-650,22-Feb-2021,43439-94003-DW,L-D-0.5,3,Flynn Antony,tle91@epa.gov,United States,Liberica,Lib,Dark,D,0.5 kg, $7.77 , $23.31 ,No
RJV-08261-583,26-Mar-2022,48497-29281-FE,A-D-0.2,5,Pren Bess,fmartiak@stumbleupon.com,United States,Arabica,Ara,Dark,D,0.2 kg, $2.99 , $14.93 ,Yes
PMR-56062-609,10-Jan-2020,43605-12616-YH,E-D-0.5,3,Elka Windress,pbessal@qq.com,United States,Excelsa,Exc,Dark,D,0.5 kg, $7.29 , $21.87 ,No
XLD-12920-505,01-May-2019,21907-75962-VB,E-L-0.5,6,Marty Kidstoun,ewindressam@marketwatch.com,United States,Excelsa,Exc,Light,L,0.5 kg, $8.91 , $53.46 ,Yes
UBW-50312-037,09-Feb-2020,69503-12127-YD,A-L-2.5,4,Nickey Dimbleby,,United States,Arabica,Ara,Light,L,2.5 kg, $29.79 , $119.14 ,No
QAW-05889-019,29-Dec-2021,68810-07329-EU,L-M-0.5,5,Virgil Baumadier,,United States,Liberica,Lib,Medium,M,0.5 kg, $8.73 , $43.65 ,Yes
EPT-12715-397,09-Sep-2020,08478-75251-OG,A-D-0.2,6,Lenore Messenbird,vbaumadierap@google.cn,United States,Arabica,Ara,Dark,D,0.2 kg, $2.99 , $17.91 ,Yes
DHT-93810-053,16-Sep-2021,17005-82030-EA,E-L-1,5,Shirleen Welds,,United States,Excelsa,Exc,Light,L,1.0 kg, $14.85 , $74.25 ,Yes
DMY-96037-963,26-Oct-2020,42179-95059-DO,L-D-0.2,3,Maisie Sarvar,sweldsar@wired.com,United States,Liberica,Lib,Dark,D,0.2 kg, $3.89 , $11.66 ,Yes
MBM-55936-917,12-Mar-2019,55989-39849-WO,L-D-0.5,3,Andrej Havick,msarvaras@artisteer.com,United States,Liberica,Lib,Dark,D,0.5 kg, $7.77 , $23.31 ,Yes
TPA-93614-840,18-Feb-2021,28932-49296-TM,E-D-0.5,2,Sloan Diviny,ahavickat@nsw.gov.au,United States,Excelsa,Exc,Dark,D,0.5 kg, $7.29 , $14.58 ,Yes
WDM-77521-710,29-Oct-2020,86144-10144-CB,A-M-0.5,2,Itch Norquoy,sdivinyau@ask.com,United States,Arabica,Ara,Medium,M,0.5 kg, $6.75 , $13.50 ,No
EIP-19142-462,06-Sep-2021,60973-72562-DQ,E-L-1,6,Anson Iddison,inorquoyav@businessweek.com,United States,Excelsa,Exc,Light,L,1.0 kg, $14.85 , $89.10 ,No
EIP-19142-462,06-Sep-2021,60973-72562-DQ,A-L-0.2,1,Anson Iddison,inorquoyav@businessweek.com,United States,Arabica,Ara,Light,L,0.2 kg, $3.89 , $3.89 ,No
ZZL-76364-387,09-Sep-2020,11263-86515-VU,R-L-2.5,4,Randal Longfield,dsprossonax@wunderground.com,United States,Robusta,Rob,Light,L,2.5 kg, $27.49 , $109.94 ,No
GMF-18638-786,26-Sep-2021,60004-62976-NI,L-D-0.5,6,Gregorius Kislingbury,rlongfielday@bluehost.com,United States,Liberica,Lib,Dark,D,0.5 kg, $7.77 , $46.62 ,Yes
TDJ-20844-787,05-Nov-2020,77876-28498-HI,A-L-0.5,5,Xenos Gibbons,gkislingburyaz@samsung.com,United States,Arabica,Ara,Light,L,0.5 kg, $7.77 , $38.85 ,No
BWK-39400-446,12-Sep-2019,61302-06948-EH,L-D-0.5,4,Fleur Parres,xgibbonsb0@artisteer.com,United States,Liberica,Lib,Dark,D,0.5 kg, $7.77 , $31.08 ,Yes
LCB-02099-995,31-Jul-2019,06757-96251-UH,A-D-0.2,6,Gran Sibray,fparresb1@imageshack.us,United States,Arabica,Ara,Dark,D,0.2 kg, $2.99 , $17.91 ,Yes
UBA-43678-174,15-Mar-2019,44530-75983-OD,E-D-2.5,6,Ingelbert Hotchkin,gsibrayb2@wsj.com,United Kingdom,Excelsa,Exc,Dark,D,2.5 kg, $27.95 , $167.67 ,No
UDH-24280-432,16-May-2021,44865-58249-RY,L-L-1,4,Neely Broadberrie,ihotchkinb3@mit.edu,United States,Liberica,Lib,Light,L,1.0 kg, $15.85 , $63.40 ,No
IDQ-20193-502,06-May-2019,36021-61205-DF,L-M-0.2,2,Rutger Pithcock,nbroadberrieb4@gnu.org,United States,Liberica,Lib,Medium,M,0.2 kg, $4.37 , $8.73 ,Yes
DJG-14442-608,06-Feb-2019,75716-12782-SS,R-D-1,3,Gale Croysdale,rpithcockb5@yellowbook.com,United States,Robusta,Rob,Dark,D,1.0 kg, $8.95 , $26.85 ,Yes
DWB-61381-370,09-Apr-2021,11812-00461-KH,L-L-0.2,2,Benedetto Gozzett,gcroysdaleb6@nih.gov,United States,Liberica,Lib,Light,L,0.2 kg, $4.76 , $9.51 ,No
FRD-17347-990,20-May-2020,46681-78850-ZW,A-D-1,4,Tania Craggs,bgozzettb7@github.com,Ireland,Arabica,Ara,Dark,D,1.0 kg, $9.95 , $39.80 ,No
YPP-27450-525,02-Dec-2020,01932-87052-KO,E-M-0.5,3,Leonie Cullrford,tcraggsb8@house.gov,United States,Excelsa,Exc,Medium,M,0.5 kg, $8.25 , $24.75 ,Yes
EFC-39577-424,08-Aug-2021,16046-34805-ZF,E-M-1,5,Auguste Rizon,lcullrfordb9@xing.com,United States,Excelsa,Exc,Medium,M,1.0 kg, $13.75 , $68.75 ,Yes
LAW-80062-016,03-Feb-2022,34546-70516-LR,E-M-0.5,6,Lorin Guerrazzi,arizonba@xing.com,Ireland,Excelsa,Exc,Medium,M,0.5 kg, $8.25 , $49.50 ,No
WKL-27981-758,08-Apr-2022,73699-93557-FZ,A-M-2.5,2,Felice Miell,,United States,Arabica,Ara,Medium,M,2.5 kg, $25.88 , $51.75 ,Yes
VRT-39834-265,07-Jan-2021,86686-37462-CK,L-L-1,3,Hamish Skeech,fmiellbc@spiegel.de,Ireland,Liberica,Lib,Light,L,1.0 kg, $15.85 , $47.55 ,Yes
QTC-71005-730,02-Sep-2021,14298-02150-KH,A-L-0.2,4,Giordano Lorenzin,,United States,Arabica,Ara,Light,L,0.2 kg, $3.89 , $15.54 ,No
TNX-09857-717,04-Nov-2021,48675-07824-HJ,L-M-1,6,Harwilll Bishell,,United States,Liberica,Lib,Medium,M,1.0 kg, $14.55 , $87.30 ,Yes
JZV-43874-185,02-Aug-2021,18551-80943-YQ,A-M-1,5,Freeland Missenden,,United States,Arabica,Ara,Medium,M,1.0 kg, $11.25 , $56.25 ,Yes
ICF-17486-106,27-Jan-2020,19196-09748-DB,L-L-2.5,1,Waylan Springall,,United States,Liberica,Lib,Light,L,2.5 kg, $36.46 , $36.46 ,Yes
BMK-49520-383,03-Dec-2019,72233-08665-IP,R-L-0.2,3,Kiri Avramow,wspringallbh@jugem.jp,United States,Robusta,Rob,Light,L,0.2 kg, $3.59 , $10.76 ,Yes
HTS-15020-632,06-Aug-2019,53817-13148-RK,R-M-0.2,3,Gregg Hawkyens,,United States,Robusta,Rob,Medium,M,0.2 kg, $2.99 , $8.96 ,No
YLE-18247-749,11-Mar-2020,92227-49331-QR,A-L-0.5,3,Reggis Pracy,ghawkyensbj@census.gov,United States,Arabica,Ara,Light,L,0.5 kg, $7.77 , $23.31 ,Yes
KJJ-12573-591,18-Sep-2021,12997-41076-FQ,A-L-2.5,1,Paula Denis,,United States,Arabica,Ara,Light,L,2.5 kg, $29.79 , $29.79 ,Yes
RGU-43561-950,07-Nov-2020,44220-00348-MB,A-L-2.5,5,Broderick McGilvra,,United States,Arabica,Ara,Light,L,2.5 kg, $29.79 , $148.93 ,Yes
JSN-73975-443,27-Jun-2022,93047-98331-DD,L-M-0.5,1,Annabella Danzey,bmcgilvrabm@so-net.ne.jp,United States,Liberica,Lib,Medium,M,0.5 kg, $8.73 , $8.73 ,Yes
WNR-71736-993,05-Feb-2020,16880-78077-FB,L-D-0.5,4,Terri Farra,cgibbonsonab@accuweather.com,United States,Liberica,Lib,Dark,D,0.5 kg, $7.77 , $31.08 ,No
WNR-71736-993,05-Feb-2020,16880-78077-FB,A-D-2.5,6,Terri Farra,cgibbonsonab@accuweather.com,United States,Arabica,Ara,Dark,D,2.5 kg, $22.89 , $137.31 ,No
